time,disk_0,disk_1,disk_2,disk_3,disk_4,disk_5,disk_6,disk_7,disk_8,disk_9,disk_10,disk_11,disk_12,disk_13,disk_14,disk_15,disk_16,disk_17,opened, ,tasks_0,tasks_1,tasks_2,tasks_3,tasks_4,tasks_5,tasks_6,tasks_7,tasks_8,tasks_9,tasks_10,tasks_11,tasks_12,tasks_13,tasks_14,tasks_15,tasks_16,tasks_17, ,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14,prob_15,prob_16,prob_17
1422,-7,0,0,-7,-1,-1,0,0,0,29,4,-4,2,0,0,0,11,0,13, ,0,1,1,0,1,1,1,1,1,0,0,2,0,2,2,1,0,0, ,17095.000000,21315.000000,18109.000000,18127.000000,9486.000000,23225.000000,25991.000000,18527.000000,21909.000000,15876.000000,19603.000000,36219.000000,30623.000000,44745.000000,45624.500000,43013.000000,43972.500000,51877.500000
1423,-7,0,0,-7,0,0,0,0,0,30,5,-3,3,0,0,0,12,1,15, ,0,0,1,0,1,1,0,1,1,0,0,2,0,2,1,0,0,0, ,17116.000000,21343.000000,18145.000000,18153.000000,9499.000000,23254.000000,26026.000000,18537.000000,21925.000000,15890.000000,19626.000000,36262.000000,30667.000000,44809.000000,45688.500000,43081.000000,44041.500000,51949.500000
1424,-7,1,0,-7,0,0,1,0,0,31,6,-2,4,0,0,1,13,2,15, ,0,0,0,0,1,1,0,0,1,0,0,2,0,1,1,0,0,0, ,17137.000000,21371.000000,18181.000000,18179.000000,9512.000000,23283.000000,26061.000000,18547.000000,21941.000000,15904.000000,19649.000000,36305.000000,30711.000000,44873.000000,45752.500000,43149.000000,44110.500000,52021.500000
1425,-7,2,1,-7,0,0,2,1,0,32,7,-1,5,0,0,2,14,3,15, ,0,0,0,0,1,1,0,0,1,0,0,2,0,1,1,0,0,0, ,17158.000000,21399.000000,18217.000000,18205.000000,9525.000000,23312.000000,26096.000000,18557.000000,21957.000000,15918.000000,19672.000000,36348.000000,30755.000000,44937.000000,45816.500000,43217.000000,44179.500000,52093.500000
1426,-7,3,2,-7,0,0,3,2,0,33,8,0,6,0,0,3,15,4,16, ,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,0, ,17179.000000,21427.000000,18253.000000,18231.000000,9538.000000,23341.000000,26131.000000,18567.000000,21973.000000,15932.000000,19695.000000,36391.000000,30799.000000,45001.000000,45880.500000,43285.000000,44248.500000,52165.500000
1427,-7,4,3,-7,0,0,4,3,1,34,9,0,7,0,0,4,16,5,16, ,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0, ,17200.000000,21455.000000,18289.000000,18257.000000,9551.000000,23370.000000,26166.000000,18577.000000,21989.000000,15946.000000,19718.000000,36434.000000,30843.000000,45065.000000,45944.500000,43353.000000,44317.500000,52237.500000
1428,-7,5,4,-7,1,1,5,4,2,35,10,0,8,0,1,5,17,6,16, ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0, ,17221.000000,21483.000000,18325.000000,18283.000000,9564.000000,23399.000000,26201.000000,18587.000000,22005.000000,15960.000000,19740.000000,36477.000000,30887.000000,45129.000000,46008.500000,43419.000000,44385.500000,52309.500000
1429,-7,6,5,-7,2,2,6,5,3,36,11,0,9,1,2,6,18,7,16, ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0, ,17242.000000,21511.000000,18361.000000,18309.000000,9577.000000,23428.000000,26236.000000,18597.000000,22021.000000,15974.000000,19762.000000,36520.000000,30931.000000,45193.000000,46072.500000,43485.000000,44453.500000,52381.500000
1430,-6,7,6,-7,3,3,7,6,4,37,12,0,0,0,0,0,0,0,16, ,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,1, ,17264.000000,21539.000000,18397.000000,18335.000000,9590.000000,23457.000000,26271.000000,18607.000000,22037.000000,15988.000000,19784.000000,36563.000000,30976.000000,45259.000000,46138.500000,43552.000000,44523.500000,52453.500000
1431,-5,8,7,-7,4,4,8,7,5,38,13,0,0,0,0,0,0,0,16, ,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,1, ,17286.000000,21567.000000,18433.000000,18361.000000,9603.000000,23486.000000,26306.000000,18617.000000,22053.000000,16002.000000,19806.000000,36606.000000,31021.000000,45325.000000,46204.500000,43619.000000,44593.500000,52525.500000
1432,-4,9,8,-7,5,5,9,8,6,39,14,0,0,0,0,0,0,0,16, ,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,1, ,17308.000000,21595.000000,18469.000000,18387.000000,9616.000000,23515.000000,26341.000000,18627.000000,22069.000000,16016.000000,19828.000000,36649.000000,31066.000000,45391.000000,46270.500000,43686.000000,44663.500000,52597.500000
1433,-3,10,9,-7,6,6,10,9,7,40,15,0,0,0,0,0,0,0,16, ,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0, ,17330.000000,21623.000000,18505.000000,18413.000000,9629.000000,23544.000000,26376.000000,18637.000000,22085.000000,16030.000000,19850.000000,36692.000000,31111.000000,45457.000000,46336.500000,43753.000000,44733.500000,52669.500000
1434,-2,11,10,-7,7,7,11,10,8,41,16,0,1,0,0,1,0,1,16, ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0, ,17352.000000,21651.000000,18541.000000,18439.000000,9642.000000,23573.000000,26411.000000,18647.000000,22101.000000,16044.000000,19872.000000,36735.000000,31156.000000,45523.000000,46402.500000,43820.000000,44803.500000,52741.500000
1435,-1,0,11,-7,8,8,12,11,9,42,17,1,0,0,0,2,0,0,16, ,3,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,4, ,17376.000000,21680.000000,18577.000000,18465.000000,9655.000000,23602.000000,26446.000000,18657.000000,22117.000000,16058.000000,19894.000000,36778.000000,31204.000000,45589.000000,46468.500000,43887.000000,44873.500000,52817.500000
1436,0,0,12,-7,0,0,0,12,10,0,18,0,0,0,0,0,0,0,17, ,3,1,0,0,1,1,1,0,0,1,0,1,5,1,1,1,2,5, ,17399.000000,21708.000000,18613.000000,18489.000000,9669.000000,23632.000000,26482.000000,18667.000000,22132.000000,16073.000000,19913.000000,36822.000000,31254.000000,45655.000000,46534.500000,43955.000000,44943.500000,52893.500000
1437,0,0,13,-7,0,0,0,13,11,0,19,0,0,0,0,0,0,0,17, ,3,1,0,0,1,1,1,0,0,1,0,1,5,0,0,1,1,5, ,17422.000000,21736.000000,18649.000000,18513.000000,9683.000000,23662.000000,26518.000000,18677.000000,22147.000000,16088.000000,19932.000000,36866.000000,31304.000000,45721.000000,46600.500000,44023.000000,45013.500000,52969.500000
1438,0,0,14,-7,0,0,0,14,12,0,20,0,0,1,1,0,0,0,17, ,3,0,0,0,1,1,1,0,0,1,0,1,4,0,0,1,1,4, ,17445.000000,21764.000000,18685.000000,18537.000000,9697.000000,23692.000000,26554.000000,18687.000000,22162.000000,16103.000000,19951.000000,36910.000000,31354.000000,45787.000000,46666.500000,44091.000000,45083.500000,53045.500000
1439,0,1,15,-7,0,0,0,15,13,0,21,0,0,2,2,0,0,0,17, ,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,4, ,17468.000000,21792.000000,18721.000000,18561.000000,9711.000000,23722.000000,26590.000000,18697.000000,22177.000000,16118.000000,19970.000000,36954.000000,31404.000000,45853.000000,46732.500000,44159.000000,45153.500000,53121.500000
1440,0,2,16,-7,1,1,1,16,14,1,22,1,0,3,3,0,0,0,17, ,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2,4, ,17491.000000,21820.000000,18757.000000,18585.000000,9725.000000,23752.000000,26626.000000,18707.000000,22192.000000,16133.000000,19989.000000,36998.000000,31454.000000,45919.000000,46798.500000,44230.000000,45224.500000,53197.500000
1441,0,3,17,-7,2,2,2,17,15,2,23,2,0,0,0,0,0,0,17, ,2,0,0,0,0,0,0,0,0,0,0,0,6,2,1,5,3,5, ,17514.000000,21848.000000,18793.000000,18609.000000,9739.000000,23782.000000,26662.000000,18717.000000,22207.000000,16148.000000,20008.000000,37042.000000,31506.000000,45987.000000,46865.500000,44303.000000,45297.500000,53274.500000
1442,0,4,18,-7,3,3,3,18,16,3,24,3,0,0,0,0,0,0,17, ,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,5,3,4, ,17537.000000,21876.000000,18829.000000,18633.000000,9753.000000,23812.000000,26698.000000,18727.000000,22222.000000,16163.000000,20027.000000,37086.000000,31558.000000,46055.000000,46932.500000,44376.000000,45370.500000,53351.500000
1443,0,5,19,-7,4,4,4,19,17,4,25,4,0,0,0,0,0,0,17, ,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,4,3,4, ,17560.000000,21904.000000,18865.000000,18657.000000,9767.000000,23842.000000,26734.000000,18737.000000,22237.000000,16178.000000,20046.000000,37130.000000,31610.000000,46123.000000,46999.500000,44449.000000,45443.500000,53428.500000
1444,0,6,20,-7,5,5,5,20,18,5,26,5,0,0,0,0,0,0,17, ,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,3,4, ,17583.000000,21932.000000,18901.000000,18681.000000,9781.000000,23872.000000,26770.000000,18747.000000,22252.000000,16193.000000,20065.000000,37174.000000,31662.000000,46191.000000,47066.500000,44522.000000,45516.500000,53505.500000
1445,0,7,21,-7,6,6,6,21,19,6,27,6,0,0,1,0,0,0,17, ,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,2,4, ,17606.000000,21960.000000,18937.000000,18705.000000,9795.000000,23902.000000,26806.000000,18757.000000,22267.000000,16208.000000,20084.000000,37218.000000,31714.000000,46259.000000,47133.500000,44595.000000,45589.500000,53582.500000
1446,0,8,22,-7,7,7,7,22,20,7,28,7,0,0,2,0,0,0,17, ,8,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,4,4, ,17641.000000,21988.000000,18973.000000,18729.000000,9809.000000,23932.000000,26842.000000,18767.000000,22282.000000,16223.000000,20103.000000,37262.000000,31766.000000,46327.000000,47200.500000,44668.000000,45666.500000,53661.500000
1447,0,9,23,-7,8,8,8,23,21,8,29,8,0,0,3,0,0,0,17, ,8,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,4,4, ,17676.000000,22016.000000,19009.000000,18753.000000,9823.000000,23962.000000,26878.000000,18777.000000,22297.000000,16238.000000,20122.000000,37306.000000,31818.000000,46395.000000,47267.500000,44741.000000,45743.500000,53740.500000
1448,0,10,24,-7,9,9,9,24,22,9,30,9,0,0,4,0,0,0,17, ,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,4, ,17711.000000,22044.000000,19045.000000,18777.000000,9837.000000,23992.000000,26914.000000,18787.000000,22312.000000,16253.000000,20141.000000,37350.000000,31870.000000,46463.000000,47334.500000,44814.000000,45820.500000,53819.500000
1449,0,11,25,-7,10,10,10,25,23,10,31,10,0,1,5,0,0,0,17, ,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,4, ,17746.000000,22072.000000,19081.000000,18801.000000,9851.000000,24022.000000,26948.000000,18797.000000,22327.000000,16268.000000,20158.000000,37394.000000,31922.000000,46529.000000,47400.500000,44886.000000,45894.500000,53897.500000
1450,0,12,26,-7,11,11,11,26,24,11,32,11,0,2,6,0,0,0,17, ,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3, ,17781.000000,22100.000000,19117.000000,18825.000000,9865.000000,24052.000000,26982.000000,18807.000000,22342.000000,16283.000000,20175.000000,37438.000000,31974.000000,46595.000000,47466.500000,44958.000000,45968.500000,53975.500000
1451,0,13,27,-7,12,12,12,27,25,12,33,12,0,3,7,0,0,0,17, ,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,3, ,17816.000000,22128.000000,19153.000000,18849.000000,9879.000000,24082.000000,27016.000000,18817.000000,22357.000000,16298.000000,20192.000000,37482.000000,32026.000000,46661.000000,47532.500000,45030.000000,46042.500000,54053.500000
1452,0,14,28,-7,13,13,13,28,26,13,34,13,0,4,8,0,0,0,17, ,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,3, ,17851.000000,22156.000000,19189.000000,18873.000000,9893.000000,24112.000000,27050.000000,18827.000000,22372.000000,16313.000000,20209.000000,37526.000000,32078.000000,46727.000000,47598.500000,45102.000000,46116.500000,54131.500000
1453,0,0,0,-6,0,14,14,29,27,14,35,14,0,5,9,0,0,0,17, ,8,1,2,1,2,0,0,0,0,0,0,0,3,0,0,2,2,3, ,17886.000000,22183.000000,19226.000000,18898.000000,9909.000000,24141.000000,27083.000000,18837.000000,22387.000000,16328.000000,20226.000000,37569.000000,32129.000000,46793.000000,47664.500000,45174.000000,46190.500000,54208.500000
1454,0,0,0,-5,0,15,15,30,28,15,36,15,0,6,10,0,0,0,17, ,8,1,2,1,2,0,0,0,0,0,0,0,2,0,0,2,2,2, ,17921.000000,22210.000000,19263.000000,18923.000000,9925.000000,24170.000000,27116.000000,18847.000000,22402.000000,16343.000000,20243.000000,37612.000000,32180.000000,46859.000000,47730.500000,45246.000000,46264.500000,54285.500000
1455,0,0,0,-4,0,16,16,31,29,16,37,16,0,0,11,0,0,0,17, ,9,1,2,1,2,0,0,0,0,0,0,0,3,3,0,2,5,3, ,17957.000000,22237.000000,19300.000000,18948.000000,9941.000000,24199.000000,27149.000000,18857.000000,22417.000000,16358.000000,20260.000000,37655.000000,32232.000000,46928.000000,47796.500000,45319.000000,46341.500000,54363.500000
1456,0,0,0,-3,0,17,17,32,30,17,38,17,0,0,12,0,0,0,17, ,8,0,1,1,1,0,0,0,0,0,0,0,3,3,0,2,5,3, ,17993.000000,22264.000000,19337.000000,18973.000000,9957.000000,24228.000000,27182.000000,18867.000000,22432.000000,16373.000000,20277.000000,37698.000000,32284.000000,46997.000000,47862.500000,45392.000000,46418.500000,54441.500000
1457,0,1,0,-2,0,18,18,33,31,18,39,18,0,0,13,0,0,0,17, ,8,0,1,1,1,0,0,0,0,0,0,0,3,3,0,2,4,3, ,18029.000000,22290.000000,19374.000000,18998.000000,9973.000000,24257.000000,27215.000000,18877.000000,22447.000000,16388.000000,20294.000000,37741.000000,32336.000000,47066.000000,47928.500000,45465.000000,46495.500000,54519.500000
1458,0,2,0,-1,0,19,19,34,32,19,40,19,0,0,14,0,0,0,17, ,8,0,1,1,1,0,0,0,0,0,0,0,2,2,0,2,4,2, ,18065.000000,22316.000000,19411.000000,19023.000000,9989.000000,24286.000000,27248.000000,18887.000000,22462.000000,16403.000000,20311.000000,37784.000000,32388.000000,47135.000000,47994.500000,45538.000000,46572.500000,54597.500000
1459,0,3,0,0,0,20,20,35,33,20,41,20,0,0,15,0,0,0,18, ,8,0,1,1,1,0,0,0,0,0,0,0,2,2,0,1,4,2, ,18101.000000,22342.000000,19448.000000,19048.000000,10005.000000,24315.000000,27281.000000,18897.000000,22477.000000,16418.000000,20328.000000,37827.000000,32440.000000,47204.000000,48060.500000,45611.000000,46649.500000,54675.500000
1460,0,0,0,0,0,21,21,36,34,21,42,21,0,0,16,0,0,0,18, ,7,1,0,1,0,0,0,0,0,0,0,0,2,2,0,1,4,2, ,18137.000000,22369.000000,19485.000000,19073.000000,10021.000000,24344.000000,27314.000000,18907.000000,22492.000000,16433.000000,20345.000000,37870.000000,32492.000000,47273.000000,48126.500000,45684.000000,46726.500000,54753.500000
1461,0,0,0,0,0,0,0,0,0,22,43,22,0,0,17,0,0,0,18, ,7,1,1,2,2,1,2,2,1,0,0,0,2,2,0,1,3,2, ,18173.000000,22396.000000,19523.000000,19099.000000,10039.000000,24374.000000,27349.000000,18919.000000,22508.000000,16448.000000,20362.000000,37913.000000,32544.000000,47342.000000,48192.500000,45757.000000,46803.500000,54831.500000
1462,0,0,0,0,0,0,0,0,0,23,44,23,0,0,18,0,0,0,18, ,7,1,1,2,2,1,2,2,1,0,0,0,1,1,0,1,3,1, ,18209.000000,22423.000000,19561.000000,19124.000000,10057.000000,24403.000000,27384.000000,18931.000000,22524.000000,16463.000000,20379.000000,37955.000000,32596.000000,47410.000000,48256.500000,45830.000000,46880.500000,54909.500000
1463,0,0,0,0,0,0,0,0,0,24,45,24,0,0,0,0,0,0,18, ,7,0,1,1,2,1,2,2,1,0,0,0,3,3,2,1,5,2, ,18245.000000,22450.000000,19599.000000,19149.000000,10075.000000,24432.000000,27419.000000,18943.000000,22540.000000,16478.000000,20396.000000,37997.000000,32650.000000,47480.000000,48322.500000,45904.000000,46959.500000,54988.500000
1464,0,1,0,0,0,0,0,0,0,25,46,25,0,0,0,0,0,0,18, ,6,0,0,1,1,0,1,1,0,0,0,0,3,3,2,1,5,2, ,18281.000000,22477.000000,19636.000000,19174.000000,10093.000000,24461.000000,27454.000000,18954.000000,22556.000000,16493.000000,20413.000000,38039.000000,32703.000000,47548.000000,48386.500000,45977.000000,47036.500000,55067.500000
1465,0,2,1,0,0,1,0,0,1,26,47,26,0,0,0,0,0,0,18, ,6,0,0,1,1,0,1,1,0,0,0,0,3,3,2,1,4,2, ,18317.000000,22504.000000,19673.000000,19199.000000,10111.000000,24490.000000,27489.000000,18965.000000,22572.000000,16508.000000,20430.000000,38081.000000,32756.000000,47616.000000,48450.500000,46050.000000,47113.500000,55146.500000
1466,0,3,2,0,0,2,0,0,2,27,48,27,0,0,0,0,0,0,18, ,6,0,0,1,1,0,1,1,0,0,0,0,2,2,1,1,4,1, ,18353.000000,22531.000000,19710.000000,19224.000000,10129.000000,24519.000000,27524.000000,18976.000000,22588.000000,16523.000000,20447.000000,38123.000000,32809.000000,47684.000000,48514.500000,46123.000000,47190.500000,55225.500000
1467,0,4,3,0,0,3,0,0,3,28,49,28,0,0,0,0,0,0,18, ,6,0,0,0,1,0,1,1,0,0,0,0,2,2,1,0,4,1, ,18389.000000,22558.000000,19747.000000,19249.000000,10147.000000,24548.000000,27559.000000,18987.000000,22604.000000,16538.000000,20464.000000,38165.000000,32862.000000,47752.000000,48578.500000,46196.000000,47267.500000,55304.500000
1468,0,5,4,1,0,4,0,0,4,29,50,29,0,0,0,1,0,0,18, ,5,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,4,1, ,18425.000000,22585.000000,19784.000000,19274.000000,10165.000000,24577.000000,27594.000000,18998.000000,22620.000000,16553.000000,20481.000000,38207.000000,32915.000000,47820.000000,48642.500000,46269.000000,47344.500000,55383.500000
1469,0,6,5,2,1,5,1,1,5,30,51,30,0,0,0,2,0,0,18, ,5,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,1, ,18461.000000,22612.000000,19821.000000,19299.000000,10183.000000,24606.000000,27629.000000,19009.000000,22636.000000,16568.000000,20498.000000,38249.000000,32968.000000,47888.000000,48706.500000,46342.000000,47421.500000,55462.500000
1470,0,7,6,3,2,6,2,2,6,31,52,31,0,0,0,3,0,0,18, ,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0, ,18497.000000,22639.000000,19858.000000,19324.000000,10201.000000,24635.000000,27664.000000,19020.000000,22652.000000,16583.000000,20515.000000,38291.000000,33021.000000,47956.000000,48770.500000,46415.000000,47498.500000,55541.500000
1471,0,8,7,4,3,7,3,3,7,32,53,32,0,0,1,4,0,1,18, ,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0, ,18533.000000,22666.000000,19895.000000,19349.000000,10219.000000,24664.000000,27699.000000,19031.000000,22668.000000,16598.000000,20532.000000,38333.000000,33074.000000,48024.000000,48834.500000,46488.000000,47575.500000,55620.500000
1472,0,9,8,5,4,8,4,4,8,33,54,33,0,0,2,5,0,2,18, ,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0, ,18569.000000,22693.000000,19932.000000,19374.000000,10237.000000,24693.000000,27734.000000,19042.000000,22684.000000,16613.000000,20549.000000,38375.000000,33127.000000,48092.000000,48898.500000,46561.000000,47652.500000,55699.500000
1473,0,10,9,6,5,9,5,5,9,34,55,34,0,0,3,6,0,3,18, ,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0, ,18605.000000,22720.000000,19969.000000,19399.000000,10255.000000,24722.000000,27769.000000,19053.000000,22700.000000,16628.000000,20566.000000,38417.000000,33180.000000,48160.000000,48962.500000,46634.000000,47729.500000,55778.500000
1474,0,11,10,7,6,10,6,6,10,35,56,35,0,0,4,7,0,4,18, ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0, ,18641.000000,22747.000000,20006.000000,19424.000000,10273.000000,24751.000000,27804.000000,19064.000000,22716.000000,16643.000000,20583.000000,38459.000000,33233.000000,48228.000000,49026.500000,46707.000000,47806.500000,55857.500000
1475,0,12,11,8,7,11,7,7,11,36,57,36,1,1,5,8,0,5,18, ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0, ,18677.000000,22774.000000,20043.000000,19449.000000,10291.000000,24780.000000,27839.000000,19075.000000,22732.000000,16658.000000,20600.000000,38501.000000,33286.000000,48296.000000,49090.500000,46780.000000,47883.500000,55936.500000
1476,0,13,12,9,8,12,8,8,12,37,58,37,2,2,6,9,0,6,18, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0, ,18713.000000,22801.000000,20080.000000,19474.000000,10309.000000,24809.000000,27874.000000,19086.000000,22748.000000,16673.000000,20617.000000,38543.000000,33339.000000,48364.000000,49154.500000,46853.000000,47960.500000,56015.500000
1477,0,14,13,10,9,13,9,9,13,38,59,38,3,3,7,10,0,7,18, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,18749.000000,22828.000000,20117.000000,19499.000000,10327.000000,24838.000000,27909.000000,19097.000000,22764.000000,16688.000000,20634.000000,38585.000000,33392.000000,48432.000000,49218.500000,46926.000000,48037.500000,56094.500000
1478,0,15,14,11,10,14,10,10,14,39,60,39,4,4,8,11,0,8,18, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,18785.000000,22855.000000,20154.000000,19524.000000,10345.000000,24867.000000,27944.000000,19108.000000,22780.000000,16703.000000,20651.000000,38627.000000,33445.000000,48500.000000,49282.500000,46999.000000,48114.500000,56173.500000
