time,disk_0,disk_1,disk_2,disk_3,disk_4,disk_5,disk_6,disk_7,disk_8,disk_9,disk_10,disk_11,disk_12,disk_13,disk_14,disk_15,disk_16,disk_17,opened, ,tasks_0,tasks_1,tasks_2,tasks_3,tasks_4,tasks_5,tasks_6,tasks_7,tasks_8,tasks_9,tasks_10,tasks_11,tasks_12,tasks_13,tasks_14,tasks_15,tasks_16,tasks_17, ,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14,prob_15,prob_16,prob_17
9082,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,55,58,-7,-7,-7,-7,48,55,4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184029.833333,125970.583333,186126.583333,133037.416667,152644.000000,174627.083333,172433.333333,171178.583333,140793.833333,133945.833333,147596.000000,247098.000000,279661.500000,385411.666667,374513.000000,378138.500000,418467.333333,351304.666667
9083,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,56,59,-7,-7,-7,-7,49,56,4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184049.666667,125978.083333,186147.750000,133052.416667,152655.500000,174648.250000,172449.833333,171192.916667,140809.333333,133954.166667,147608.500000,247127.833333,279687.500000,385453.000000,374548.333333,378190.833333,418515.333333,351337.833333
9084,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,57,60,-7,-7,-7,-7,50,57,4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184069.500000,125985.583333,186168.916667,133067.416667,152667.000000,174669.416667,172466.333333,171207.250000,140824.833333,133962.500000,147621.000000,247157.666667,279713.500000,385494.333333,374583.666667,378243.166667,418563.333333,351371.000000
9085,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,58,-7,-7,-7,-7,-7,51,58,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184089.333333,125993.083333,186190.083333,133082.416667,152678.500000,174690.583333,172482.833333,171221.583333,140840.333333,133970.833333,147633.500000,247187.500000,279739.500000,385535.666667,374619.000000,378295.500000,418611.333333,351404.166667
9086,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,59,-7,-7,-7,-7,-7,52,59,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184109.166667,126000.583333,186211.250000,133097.416667,152690.000000,174711.750000,172499.333333,171235.916667,140855.833333,133979.166667,147646.000000,247217.333333,279765.500000,385577.000000,374654.333333,378347.833333,418659.333333,351437.333333
9087,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,60,-7,-7,-7,-7,-7,53,60,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184129.000000,126008.083333,186232.416667,133112.416667,152701.500000,174732.916667,172515.833333,171250.250000,140871.333333,133987.500000,147658.500000,247247.166667,279791.500000,385618.333333,374689.666667,378400.166667,418707.333333,351470.500000
9088,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,54,-7,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184148.833333,126015.583333,186253.583333,133127.416667,152713.000000,174754.083333,172532.333333,171264.583333,140886.833333,133995.833333,147671.000000,247277.000000,279817.500000,385659.666667,374725.000000,378452.500000,418755.333333,351503.666667
9089,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,55,-7,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184168.666667,126023.083333,186274.750000,133142.416667,152724.500000,174775.250000,172548.833333,171278.916667,140902.333333,134004.166667,147683.500000,247306.833333,279843.500000,385701.000000,374760.333333,378504.833333,418803.333333,351536.833333
9090,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,56,-7,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184188.500000,126030.583333,186295.916667,133157.416667,152736.000000,174796.416667,172565.333333,171293.250000,140917.833333,134012.500000,147696.000000,247336.666667,279869.500000,385742.333333,374795.666667,378557.166667,418851.333333,351570.000000
9091,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,57,-7,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184208.333333,126038.083333,186317.083333,133172.416667,152747.500000,174817.583333,172581.833333,171307.583333,140933.333333,134020.833333,147708.500000,247366.500000,279895.500000,385783.666667,374831.000000,378609.500000,418899.333333,351603.166667
9092,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,58,-7,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184228.166667,126045.583333,186338.250000,133187.416667,152759.000000,174838.750000,172598.333333,171321.916667,140948.833333,134029.166667,147721.000000,247396.333333,279921.500000,385825.000000,374866.333333,378661.833333,418947.333333,351636.333333
9093,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,59,-7,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184248.000000,126053.083333,186359.416667,133202.416667,152770.500000,174859.916667,172614.833333,171336.250000,140964.333333,134037.500000,147733.500000,247426.166667,279947.500000,385866.333333,374901.666667,378714.166667,418995.333333,351669.500000
9094,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,60,-7,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184267.833333,126060.583333,186380.583333,133217.416667,152782.000000,174881.083333,172631.333333,171350.583333,140979.833333,134045.833333,147746.000000,247456.000000,279973.500000,385907.666667,374937.000000,378766.500000,419043.333333,351702.666667
9095,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184287.666667,126068.083333,186401.750000,133232.416667,152793.500000,174902.250000,172647.833333,171364.916667,140995.333333,134054.166667,147758.500000,247485.833333,279999.500000,385949.000000,374972.333333,378818.833333,419091.333333,351735.833333
9096,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184307.500000,126075.583333,186422.916667,133247.416667,152805.000000,174923.416667,172664.333333,171379.250000,141010.833333,134062.500000,147771.000000,247515.666667,280025.500000,385990.333333,375007.666667,378871.166667,419139.333333,351769.000000
9097,-7,-7,-7,-7,-7,-6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,184327.333333,126083.083333,186444.083333,133262.416667,152816.500000,174945.583333,172680.833333,171393.583333,141026.333333,134070.833333,147783.500000,247545.500000,280051.500000,386031.666667,375043.000000,378923.500000,419187.333333,351802.166667
9098,-7,-7,-7,-7,-7,-5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,184347.166667,126090.583333,186465.250000,133277.416667,152828.000000,174967.750000,172697.333333,171407.916667,141041.833333,134079.166667,147796.000000,247575.333333,280077.500000,386073.000000,375078.333333,378975.833333,419235.333333,351835.333333
9099,-7,-7,-7,-7,-7,-4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,184367.000000,126098.083333,186486.416667,133292.416667,152839.500000,174989.916667,172713.833333,171422.250000,141057.333333,134087.500000,147808.500000,247605.166667,280103.500000,386114.333333,375113.666667,379028.166667,419283.333333,351868.500000
9100,-7,-7,-7,-7,-7,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,184386.833333,126105.583333,186507.583333,133307.416667,152851.000000,175012.083333,172730.333333,171436.583333,141072.833333,134095.833333,147821.000000,247635.000000,280129.500000,386155.666667,375149.000000,379080.500000,419331.333333,351901.666667
9101,-7,-7,-7,-7,-7,-2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,184406.666667,126113.083333,186528.750000,133322.416667,152862.500000,175034.250000,172746.833333,171450.916667,141088.333333,134104.166667,147833.500000,247664.833333,280155.500000,386197.000000,375184.333333,379132.833333,419379.333333,351934.833333
9102,-7,-7,-7,-7,-7,-1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,184426.500000,126120.583333,186549.916667,133337.416667,152874.000000,175056.416667,172763.333333,171465.250000,141103.833333,134112.500000,147846.000000,247694.666667,280181.500000,386238.333333,375219.666667,379185.166667,419427.333333,351968.000000
9103,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,184446.333333,126128.083333,186571.083333,133351.416667,152883.500000,175076.583333,172778.833333,171476.583333,141118.333333,134120.833333,147858.500000,247724.500000,280207.500000,386279.666667,375255.000000,379237.500000,419475.333333,352001.166667
9104,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,184466.166667,126135.583333,186592.250000,133365.416667,152893.000000,175096.750000,172794.333333,171487.916667,141132.833333,134129.166667,147871.000000,247754.333333,280233.500000,386321.000000,375290.333333,379289.833333,419523.333333,352034.333333
9105,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,184486.000000,126143.083333,186613.416667,133379.416667,152902.500000,175116.916667,172809.833333,171499.250000,141147.333333,134137.500000,147883.500000,247784.166667,280259.500000,386362.333333,375325.666667,379342.166667,419571.333333,352067.500000
9106,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,184505.833333,126150.583333,186634.583333,133393.416667,152912.000000,175137.083333,172825.333333,171510.583333,141161.833333,134145.833333,147896.000000,247814.000000,280285.500000,386403.666667,375361.000000,379394.500000,419619.333333,352100.666667
9107,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184525.666667,126158.083333,186655.750000,133407.416667,152921.500000,175157.250000,172840.833333,171521.916667,141176.333333,134154.166667,147908.500000,247843.833333,280311.500000,386445.000000,375396.333333,379446.833333,419667.333333,352133.833333
9108,-7,-7,-7,-7,-7,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184545.500000,126165.583333,186676.916667,133421.416667,152931.000000,175177.416667,172856.333333,171533.250000,141190.833333,134162.500000,147921.000000,247873.666667,280337.500000,386486.333333,375431.666667,379499.166667,419715.333333,352167.000000
9109,-7,-7,-7,-7,-7,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184565.333333,126173.083333,186698.083333,133435.416667,152940.500000,175197.583333,172871.833333,171544.583333,141205.333333,134170.833333,147933.500000,247903.500000,280363.500000,386527.666667,375467.000000,379551.500000,419763.333333,352200.166667
9110,-7,-7,-7,-7,-7,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184585.166667,126180.583333,186719.250000,133449.416667,152950.000000,175217.750000,172887.333333,171555.916667,141219.833333,134179.166667,147946.000000,247933.333333,280389.500000,386569.000000,375502.333333,379603.833333,419811.333333,352233.333333
9111,-7,-7,-7,-7,-7,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,184605.000000,126188.083333,186740.416667,133463.416667,152959.500000,175237.916667,172902.833333,171567.250000,141234.333333,134187.500000,147958.500000,247963.166667,280415.500000,386610.333333,375537.666667,379656.166667,419859.333333,352266.500000
9112,-7,-7,-7,-7,-7,5,-7,-7,-7,-6,-7,-7,-6,-6,-6,-6,-6,-7,1, ,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,0, ,184624.833333,126195.583333,186761.583333,133477.416667,152969.000000,175258.083333,172918.333333,171578.583333,141248.833333,134196.833333,147971.000000,247993.000000,280442.833333,386653.000000,375574.333333,379709.166667,419908.666667,352299.666667
9113,-7,-7,-7,-7,-7,6,-7,-7,-7,-5,-7,-7,-5,-5,-5,-5,-5,-7,1, ,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,0, ,184644.666667,126203.083333,186782.750000,133491.416667,152978.500000,175278.250000,172933.833333,171589.916667,141263.333333,134206.166667,147983.500000,248022.833333,280470.166667,386695.666667,375611.000000,379762.166667,419958.000000,352332.833333
9114,-7,-7,-7,-7,-7,7,-7,-7,-7,-4,-7,-7,-4,-4,-4,-4,-4,-7,1, ,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,0, ,184664.500000,126210.583333,186803.916667,133505.416667,152988.000000,175298.416667,172949.333333,171601.250000,141277.833333,134215.500000,147996.000000,248052.666667,280497.500000,386738.333333,375647.666667,379815.166667,420007.333333,352366.000000
9115,-7,-7,-7,-7,-7,8,-7,-7,-7,-3,-7,-7,-3,-3,-3,-3,-3,-7,1, ,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,0, ,184684.333333,126218.083333,186825.083333,133519.416667,152997.500000,175318.583333,172964.833333,171612.583333,141292.333333,134224.833333,148008.500000,248082.500000,280524.833333,386781.000000,375684.333333,379868.166667,420056.666667,352399.166667
9116,-7,-7,-7,-7,-7,9,-7,-7,-7,-2,-7,-7,-2,-2,-2,-2,-2,-7,1, ,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,0, ,184704.166667,126225.583333,186846.250000,133533.416667,153007.000000,175338.750000,172980.333333,171623.916667,141306.833333,134234.166667,148021.000000,248112.333333,280552.166667,386823.666667,375721.000000,379921.166667,420106.000000,352432.333333
9117,-7,-7,-7,-7,-7,10,-7,-7,-7,-1,-7,-7,-1,-1,-1,-1,-1,-7,1, ,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,0, ,184724.000000,126233.083333,186867.416667,133547.416667,153016.500000,175358.916667,172995.833333,171635.250000,141321.333333,134243.500000,148033.500000,248142.166667,280579.500000,386866.333333,375757.666667,379974.166667,420155.333333,352465.500000
9118,-7,-7,-7,-7,-7,11,-7,-7,-7,0,-7,-7,0,0,0,0,0,-7,7, ,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,0, ,184743.833333,126240.583333,186888.583333,133561.416667,153026.000000,175379.083333,173011.333333,171646.583333,141335.833333,134252.833333,148046.000000,248172.000000,280606.833333,386909.000000,375794.333333,380027.166667,420204.666667,352498.666667
9119,-7,-7,-7,-7,-7,12,-7,-7,-7,0,-7,-7,0,0,0,0,0,-7,7, ,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,0, ,184763.666667,126248.083333,186909.750000,133575.416667,153033.500000,175398.250000,173026.833333,171657.916667,141349.333333,134262.166667,148058.500000,248200.833333,280632.166667,386950.666667,375828.000000,380078.166667,420253.000000,352530.833333
9120,-7,-7,-7,-7,-7,13,-7,-7,-7,0,-7,-7,0,0,0,0,0,-7,7, ,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,0, ,184783.500000,126255.583333,186930.916667,133589.416667,153041.000000,175417.416667,173042.333333,171669.250000,141362.833333,134271.500000,148071.000000,248229.666667,280657.500000,386992.333333,375861.666667,380129.166667,420301.333333,352563.000000
9121,-7,-7,-7,-7,-7,14,-7,-7,-7,0,-7,-7,0,0,0,0,0,-7,7, ,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,0, ,184803.333333,126263.083333,186952.083333,133603.416667,153048.500000,175436.583333,173057.833333,171680.583333,141376.333333,134280.833333,148083.500000,248258.500000,280682.833333,387034.000000,375895.333333,380180.166667,420349.666667,352595.166667
9122,-7,-7,-7,-7,-7,15,-7,-7,-7,0,-7,-7,0,0,0,0,0,-7,7, ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0, ,184823.166667,126270.583333,186973.250000,133617.416667,153056.000000,175455.750000,173073.333333,171691.916667,141389.833333,134290.166667,148096.000000,248287.333333,280708.166667,387075.666667,375929.000000,380231.166667,420398.000000,352627.333333
9123,-7,-7,-7,-7,-7,16,-7,-7,-7,1,-7,-7,0,0,0,1,0,-7,7, ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0, ,184843.000000,126278.083333,186994.416667,133631.416667,153063.500000,175474.916667,173088.833333,171703.250000,141403.333333,134299.500000,148108.500000,248316.166667,280733.500000,387117.333333,375962.666667,380282.166667,420446.333333,352659.500000
9124,-7,-7,-7,-7,-7,17,-7,-7,-7,2,-7,-7,0,0,0,2,0,-7,7, ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0, ,184862.833333,126285.583333,187015.583333,133645.416667,153071.000000,175494.083333,173104.333333,171714.583333,141416.833333,134308.833333,148121.000000,248345.000000,280758.833333,387159.000000,375996.333333,380333.166667,420494.666667,352691.666667
9125,-7,-7,-6,-7,-7,18,-6,-6,-6,3,-7,-7,0,0,0,3,0,-7,7, ,0,0,2,0,0,0,3,2,3,0,0,0,1,1,1,0,1,0, ,184882.666667,126293.083333,187039.750000,133659.416667,153078.500000,175513.250000,173123.333333,171728.416667,141433.833333,134318.166667,148133.500000,248373.833333,280784.166667,387200.666667,376030.000000,380384.166667,420543.000000,352722.833333
9126,-7,-7,-5,-7,-7,19,-5,-5,-5,4,-7,-7,0,0,0,4,0,-7,7, ,0,0,2,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0, ,184902.500000,126300.583333,187063.916667,133673.416667,153086.000000,175532.416667,173142.333333,171742.250000,141450.833333,134327.500000,148146.000000,248402.666667,280809.500000,387242.333333,376063.666667,380435.166667,420591.333333,352754.000000
9127,-7,-7,-4,-7,-7,20,-4,-4,-4,5,-7,-7,1,1,1,5,1,-7,7, ,0,0,2,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0, ,184922.333333,126308.083333,187088.083333,133687.416667,153093.500000,175551.583333,173161.333333,171756.083333,141467.833333,134336.833333,148158.500000,248431.500000,280834.833333,387284.000000,376097.333333,380486.166667,420639.666667,352785.166667
9128,-7,-7,-3,-7,-7,21,-3,-3,-3,6,-7,-7,2,2,2,6,2,-7,7, ,0,0,2,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0, ,184942.166667,126315.583333,187112.250000,133701.416667,153101.000000,175570.750000,173180.333333,171769.916667,141484.833333,134346.166667,148171.000000,248460.333333,280860.166667,387325.666667,376131.000000,380537.166667,420688.000000,352816.333333
9129,-7,-7,-2,-7,-7,22,-2,-2,-2,7,-7,-7,3,3,3,7,3,-7,7, ,0,0,2,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0, ,184962.000000,126323.083333,187136.416667,133715.416667,153108.500000,175589.916667,173199.333333,171783.750000,141501.833333,134355.500000,148183.500000,248489.166667,280885.500000,387367.333333,376164.666667,380588.166667,420736.333333,352847.500000
9130,-7,-7,-1,-7,-7,23,-1,-1,-1,8,-7,-7,4,4,4,8,4,-7,7, ,0,0,2,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0, ,184981.833333,126330.583333,187160.583333,133729.416667,153116.000000,175609.083333,173218.333333,171797.583333,141518.833333,134364.833333,148196.000000,248518.000000,280910.833333,387409.000000,376198.333333,380639.166667,420784.666667,352878.666667
9131,-7,-7,0,-7,-7,24,0,0,0,9,-7,-7,5,5,5,9,5,-7,11, ,0,0,2,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0, ,185001.666667,126338.083333,187184.750000,133743.416667,153123.500000,175628.250000,173236.333333,171811.416667,141535.833333,134374.166667,148208.500000,248546.833333,280936.166667,387450.666667,376232.000000,380690.166667,420833.000000,352909.833333
9132,-7,-7,0,-7,-7,25,0,0,0,10,-7,-7,6,6,6,10,6,-7,11, ,0,0,2,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0, ,185021.500000,126345.583333,187208.916667,133757.416667,153131.000000,175647.416667,173254.333333,171825.250000,141552.833333,134383.500000,148221.000000,248575.666667,280961.500000,387492.333333,376265.666667,380741.166667,420881.333333,352941.000000
9133,-7,-7,0,-7,-7,26,0,0,0,11,-7,-7,7,7,7,11,7,-7,11, ,0,0,2,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0, ,185041.333333,126353.083333,187233.083333,133771.416667,153138.500000,175666.583333,173272.333333,171839.083333,141569.833333,134392.833333,148233.500000,248604.500000,280986.833333,387534.000000,376299.333333,380792.166667,420929.666667,352972.166667
9134,-7,-7,0,-7,-7,27,0,0,0,12,-7,-7,8,8,8,12,8,-7,11, ,0,0,2,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0, ,185061.166667,126360.583333,187257.250000,133785.416667,153146.000000,175685.750000,173290.333333,171852.916667,141586.833333,134402.166667,148246.000000,248633.333333,281012.166667,387575.666667,376333.000000,380843.166667,420978.000000,353003.333333
9135,-7,-7,0,-7,-7,28,0,0,0,13,-7,-7,9,9,9,13,9,-7,11, ,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0, ,185081.000000,126368.083333,187281.416667,133799.416667,153153.500000,175704.916667,173308.333333,171866.750000,141603.833333,134411.500000,148258.500000,248662.166667,281037.500000,387617.333333,376366.666667,380894.166667,421026.333333,353034.500000
9136,-7,-7,0,-7,-7,29,0,0,0,14,-7,-7,10,10,10,14,10,-7,11, ,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0, ,185100.833333,126375.583333,187305.583333,133813.416667,153161.000000,175724.083333,173326.333333,171880.583333,141620.833333,134420.833333,148271.000000,248691.000000,281062.833333,387659.000000,376400.333333,380945.166667,421074.666667,353065.666667
9137,-7,-7,0,-7,-7,30,0,0,0,15,-7,-7,11,11,11,15,11,-7,11, ,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0, ,185120.666667,126383.083333,187329.750000,133827.416667,153168.500000,175743.250000,173344.333333,171894.416667,141637.833333,134430.166667,148283.500000,248719.833333,281088.166667,387700.666667,376434.000000,380996.166667,421123.000000,353096.833333
9138,-7,-7,0,-7,-7,31,0,0,0,16,-7,-7,12,12,12,16,12,-7,11, ,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0, ,185140.500000,126390.583333,187353.916667,133841.416667,153176.000000,175762.416667,173362.333333,171908.250000,141654.833333,134439.500000,148296.000000,248748.666667,281113.500000,387742.333333,376467.666667,381047.166667,421171.333333,353128.000000
9139,-7,-7,0,-7,-7,32,0,0,0,17,-7,-7,13,13,13,17,13,-7,11, ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0, ,185160.333333,126398.083333,187378.083333,133855.416667,153183.500000,175781.583333,173380.333333,171922.083333,141671.833333,134448.833333,148308.500000,248777.500000,281138.833333,387784.000000,376501.333333,381098.166667,421219.666667,353159.166667
9140,-7,-7,1,-7,-7,33,0,1,0,18,-7,-7,14,14,14,18,14,-7,11, ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0, ,185180.166667,126405.583333,187402.250000,133869.416667,153191.000000,175800.750000,173398.333333,171935.916667,141688.833333,134458.166667,148321.000000,248806.333333,281164.166667,387825.666667,376535.000000,381149.166667,421268.000000,353190.333333
9141,-7,-7,2,-7,-7,34,0,2,0,19,-7,-7,15,15,15,19,15,-7,11, ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0, ,185200.000000,126413.083333,187426.416667,133883.416667,153198.500000,175819.916667,173416.333333,171949.750000,141705.833333,134467.500000,148333.500000,248835.166667,281189.500000,387867.333333,376568.666667,381200.166667,421316.333333,353221.500000
9142,-7,-7,3,-7,-7,35,0,3,0,20,-7,-7,16,16,16,20,16,-7,11, ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0, ,185219.833333,126420.583333,187450.583333,133897.416667,153206.000000,175839.083333,173434.333333,171963.583333,141722.833333,134476.833333,148346.000000,248864.000000,281214.833333,387909.000000,376602.333333,381251.166667,421364.666667,353252.666667
9143,-7,-6,0,-7,-7,36,0,4,0,0,-6,-6,17,0,17,21,0,-6,11, ,0,1,2,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1, ,185239.666667,126429.083333,187476.750000,133911.416667,153213.500000,175858.250000,173452.333333,171977.416667,141739.833333,134487.166667,148359.500000,248892.833333,281240.166667,387952.666667,376636.000000,381302.166667,421414.000000,353284.833333
9144,-7,-5,0,-7,-7,37,1,5,1,0,-5,-5,18,0,18,22,0,-5,11, ,0,1,2,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1, ,185259.500000,126437.583333,187502.916667,133925.416667,153221.000000,175877.416667,173470.333333,171991.250000,141756.833333,134497.500000,148373.000000,248921.666667,281265.500000,387996.333333,376669.666667,381353.166667,421463.333333,353317.000000
9145,-7,-4,0,-7,-7,38,2,6,2,0,-4,-4,19,0,19,23,0,-4,11, ,0,1,2,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1, ,185279.333333,126446.083333,187529.083333,133939.416667,153228.500000,175896.583333,173488.333333,172005.083333,141773.833333,134507.833333,148386.500000,248950.500000,281290.833333,388040.000000,376703.333333,381404.166667,421512.666667,353349.166667
9146,-7,-3,0,-7,-7,39,3,7,3,0,-3,-3,20,0,20,24,0,-3,11, ,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1, ,185299.166667,126454.583333,187555.250000,133953.416667,153236.000000,175915.750000,173506.333333,172018.916667,141790.833333,134518.166667,148400.000000,248979.333333,281316.166667,388083.666667,376737.000000,381455.166667,421562.000000,353381.333333
9147,-7,-2,0,-7,-7,40,4,8,4,1,-2,-2,21,0,21,25,1,-2,11, ,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1, ,185319.000000,126463.083333,187581.416667,133967.416667,153243.500000,175934.916667,173524.333333,172032.750000,141807.833333,134528.500000,148413.500000,249008.166667,281341.500000,388127.333333,376770.666667,381506.166667,421611.333333,353413.500000
9148,-7,-1,0,-7,-7,41,5,9,5,2,-1,-1,22,0,22,26,2,-1,11, ,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1, ,185338.833333,126471.583333,187607.583333,133981.416667,153251.000000,175954.083333,173542.333333,172046.583333,141824.833333,134538.833333,148427.000000,249037.000000,281366.833333,388171.000000,376804.333333,381557.166667,421660.666667,353445.666667
